id,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD)
456,AMD EPYC 3251,"13,757",1113,43.67,$315.00*
457,AMD EPYC 3451,"19,532",800,NA,NA
458,AMD EPYC 4124P,"18,637",848,NA,NA
459,AMD EPYC 4244P,"27,154",490,NA,NA
460,AMD EPYC 4245P,"31,255",384,130.77,$239.00*
461,AMD EPYC 4344P,"33,831",336,95.36,$354.78
462,AMD EPYC 4345P,"37,671",291,114.50,$329.00*
463,AMD EPYC 4364P,"34,811",317,NA,NA
464,AMD EPYC 4464P,"47,460",201,NA,NA
465,AMD EPYC 4484PX,"51,115",177,NA,NA
466,AMD EPYC 4564P,"65,948",88,80.02,$824.11
467,AMD EPYC 4565P,"63,649",95,108.06,$589.00*
468,AMD EPYC 4584PX,"60,410",113,35.71,"$1,691.54"
469,AMD EPYC 7232P,"17,731",902,42.58,$416.39
470,AMD EPYC 7251,"14,935",1033,15.49,$964.22
471,AMD EPYC 7252,"19,411",808,67.65,$286.95
472,AMD EPYC 7261,"11,149",1278,1.59,"$6,998.69*"
473,AMD EPYC 7262,"20,779",738,40.94,$507.50
474,AMD EPYC 7272,"25,161",546,58.82,$427.75
475,AMD EPYC 7281,"21,621",696,28.72,$752.91*
476,AMD EPYC 7282,"30,137",405,223.23,$135.00
477,AMD EPYC 72F3,"27,252",489,23.13,"$1,178.27"
478,AMD EPYC 7301,"14,991",1029,10.06,"$1,490.00"
479,AMD EPYC 7302,"33,106",349,38.95,$850.00
480,AMD EPYC 7302P,"32,690",355,84.27,$387.91
481,AMD EPYC 7303,"28,572",446,47.30,$604.00*
482,AMD EPYC 7313,"38,644",279,64.41,$599.99
483,AMD EPYC 7313P,"41,637",254,31.93,"$1,304.21"
484,AMD EPYC 7343,"43,644",240,45.49,$959.44
485,AMD EPYC 7351,"23,226",624,35.79,$649.00*
486,AMD EPYC 7351P,"26,042",523,226.45,$115.00
487,AMD EPYC 7352,"40,370",268,53.83,$749.95
488,AMD EPYC 7371,"30,782",392,50.46,$609.99*
489,AMD EPYC 73F3,"46,103",215,19.68,"$2,343.10"
490,AMD EPYC 7401P,"27,836",475,11.13,"$2,499.99"
491,AMD EPYC 7402,"46,012",216,72.37,$635.82
492,AMD EPYC 7402P,"43,684",238,51.46,$848.92
493,AMD EPYC 7413,"50,641",181,109.29,$463.36
494,AMD EPYC 7443,"56,686",148,25.41,"$2,230.99*"
495,AMD EPYC 7443P,"56,981",146,39.38,"$1,447.06"
496,AMD EPYC 7451,"24,059",589,13.46,"$1,787.00*"
497,AMD EPYC 7452,"45,707",224,35.19,"$1,298.95"
498,AMD EPYC 7453,"48,453",197,60.57,$800.00
499,AMD EPYC 7473X,"59,280",118,NA,NA
500,AMD EPYC 74F3,"60,666",111,29.05,"$2,088.67*"
501,AMD EPYC 7501,"24,925",557,18.80,"$1,325.96*"
502,AMD EPYC 7502,"51,695",174,54.59,$947.00
503,AMD EPYC 7502P,"51,054",178,34.06,"$1,498.95"
504,AMD EPYC 7513,"59,331",117,37.09,"$1,599.79"
505,AMD EPYC 7532,"52,232",171,248.78,$209.95
506,AMD EPYC 7542,"45,814",221,62.55,$732.40
507,AMD EPYC 7543,"61,788",105,16.43,"$3,761.00*"
508,AMD EPYC 7543P,"66,687",83,29.14,"$2,288.24*"
509,AMD EPYC 7551,"25,606",536,200.12,$127.95
510,AMD EPYC 7551P,"38,198",288,201.09,$189.95
511,AMD EPYC 7552,"57,414",140,34.80,"$1,650.00*"
512,AMD EPYC 7571,"27,445",486,NA,NA
513,AMD EPYC 7573X,"69,432",76,13.23,"$5,250.00*"
514,AMD EPYC 75F3,"64,505",93,NA,NA
515,AMD EPYC 7601,"33,255",346,38.22,$869.99
516,AMD EPYC 7642,"58,795",127,39.34,"$1,494.45"
517,AMD EPYC 7643,"76,050",60,60.02,"$1,267.00*"
518,AMD EPYC 7643P,"77,307",57,28.40,"$2,722.00*"
519,AMD EPYC 7662,"72,298",68,16.51,"$4,379.54*"
520,AMD EPYC 7663,"82,087",50,NA,NA
521,AMD EPYC 7702,"68,870",78,50.09,"$1,375.00"
522,AMD EPYC 7702P,"61,539",106,39.07,"$1,575.21"
523,AMD EPYC 7713,"82,825",47,29.59,"$2,799.00"
524,AMD EPYC 7713P,"81,351",54,33.29,"$2,443.73*"
525,AMD EPYC 7742,"69,140",77,41.82,"$1,653.44"
526,AMD EPYC 7763,"84,591",39,60.68,"$1,394.00"
527,AMD EPYC 7773X,"91,340",33,58.44,"$1,563.00*"
528,AMD EPYC 7B12,"66,044",87,NA,NA
529,AMD EPYC 7B13,"77,460",56,NA,NA
530,AMD EPYC 7C13,"76,367",58,NA,NA
531,AMD EPYC 7D12,"42,900",246,NA,NA
532,AMD EPYC 7F32,"23,198",625,116.02,$199.95
533,AMD EPYC 7F52,"41,322",258,21.80,"$1,895.30*"
534,AMD EPYC 7F72,"52,740",167,56.11,$939.90
535,AMD EPYC 7H12,"69,633",75,42.69,"$1,631.29"
536,AMD EPYC 7J13,"84,786",38,NA,NA
537,AMD EPYC 7K62,"59,764",116,NA,NA
538,AMD EPYC 7R12,"48,934",194,NA,NA
539,AMD EPYC 7R13 64-Core,"82,158",49,NA,NA
540,AMD EPYC 7R32,"63,239",96,NA,NA
541,AMD EPYC 7R43,"83,535",45,NA,NA
542,AMD EPYC 7T83,"81,757",53,NA,NA
543,AMD EPYC 7V12,"70,622",70,NA,NA
544,AMD EPYC 7V13,"82,878",46,NA,NA
545,AMD EPYC 8024P,"20,556",747,NA,NA
546,AMD EPYC 8124P,"36,338",306,NA,NA
547,AMD EPYC 8224P,"45,180",231,NA,NA
548,AMD EPYC 8324P,"57,127",145,NA,NA
549,AMD EPYC 8324PN 32-Core,"8,375",1497,NA,NA
550,AMD EPYC 8434P,"66,490",85,NA,NA
551,AMD EPYC 8534P,"71,900",69,NA,NA
552,AMD EPYC 9115,"49,455",187,68.12,$726.00*
553,AMD EPYC 9124,"43,681",239,41.81,"$1,044.71"
554,AMD EPYC 9135,"57,380",141,47.26,"$1,214.00*"
555,AMD EPYC 9174F,"54,243",162,23.84,"$2,275.00*"
556,AMD EPYC 9175F,"65,792",89,15.46,"$4,256.00*"
557,AMD EPYC 9184X,"46,875",205,12.50,"$3,750.00*"
558,AMD EPYC 9224,"45,223",229,23.19,"$1,950.00*"
559,AMD EPYC 9254,"64,086",94,40.97,"$1,564.19*"
560,AMD EPYC 9274F,"73,982",65,27.24,"$2,715.99"
561,AMD EPYC 9275F,"83,835",42,24.38,"$3,439.00*"
562,AMD EPYC 9334,"64,616",92,27.50,"$2,350.00*"
563,AMD EPYC 9354,"72,615",67,23.46,"$3,095.00"
564,AMD EPYC 9354P,"75,106",62,32.94,"$2,280.00*"
565,AMD EPYC 9355P,"97,292",27,32.45,"$2,998.00*"
566,AMD EPYC 9374F,"82,009",51,23.46,"$3,495.00*"
567,AMD EPYC 9375F,"95,768",30,18.05,"$5,306.00*"
568,AMD EPYC 9384X,"69,665",74,12.60,"$5,529.00*"
569,AMD EPYC 9454,"86,324",37,17.26,"$5,002.81"
570,AMD EPYC 9454P,"95,858",29,27.78,"$3,450.00*"
571,AMD EPYC 9455P,"116,642",16,24.20,"$4,819.00*"
572,AMD EPYC 9474F,"105,010",22,26.58,"$3,950.00*"
573,AMD EPYC 9534,"89,077",35,25.46,"$3,498.95"
574,AMD EPYC 9554,"108,612",19,38.86,"$2,795.00"
575,AMD EPYC 9554P,"106,756",21,23.46,"$4,550.00*"
576,AMD EPYC 9555P,"135,513",9,16.98,"$7,983.00*"
577,AMD EPYC 9575F,"150,439",6,19.57,"$7,687.00*"
578,AMD EPYC 9634,"107,944",20,27.33,"$3,949.99*"
579,AMD EPYC 9654,"119,640",14,30.69,"$3,898.95"
580,AMD EPYC 9654P,"116,324",18,16.89,"$6,887.46"
581,AMD EPYC 9655,"156,085",4,13.17,"$11,852.00*"
582,AMD EPYC 9655P,"160,417",2,14.84,"$10,811.00*"
583,AMD EPYC 9684X,"121,595",13,15.69,"$7,750.00*"
584,AMD EPYC 9745,"130,698",11,10.76,"$12,141.00*"
585,AMD EPYC 9754,"98,868",25,20.39,"$4,850.00"
586,AMD EPYC 9755,"37,319",296,2.87,"$12,984.00*"
587,AMD EPYC 9845,"152,985",5,11.28,"$13,564.00*"
588,AMD EPYC 9965,"160,778",1,10.85,"$14,813.00*"
589,AMD EPYC 9B45,"158,790",3,11.71,"$13,564.00*"
590,AMD EPYC 9J14,"124,637",12,NA,NA
591,AMD EPYC 9R14,"116,475",17,NA,NA
592,AMD EPYC 9V74,"117,606",15,NA,NA
593,AMD EPYC Embedded 7292P,"30,542",395,NA,NA
594,AMD FirePro A320 APU,"2,153",3147,NA,NA
595,AMD FX-4100 Quad-Core,"2,623",2866,163.93,$16.00
596,AMD FX-4130 Quad-Core,"2,713",2815,52.14,$52.02
597,AMD FX-4150 Quad-Core,"3,327",2542,NA,NA
598,AMD FX-4170 Quad-Core,"3,059",2661,133.27,$22.95*
599,AMD FX-4200 Quad-Core,"3,119",2632,52.03,$59.95*
600,AMD FX-4300 Quad-Core,"2,990",2691,62.27,$48.02
601,AMD FX-4320,"3,150",2623,NA,NA
602,AMD FX-4330,"3,146",2624,4.29,$733.50*
603,AMD FX-4350 Quad-Core,"3,176",2610,34.51,$92.02*
604,AMD FX-6100 Six-Core,"3,698",2406,83.98,$44.04*
605,AMD FX-6120 Six-Core,"3,909",2341,72.33,$54.04
606,AMD FX-6130 Six-Core,"4,353",2227,NA,NA
607,AMD FX-6200 Six-Core,"4,093",2289,14.62,$279.95
608,AMD FX-6300 Six-Core,"4,221",2259,84.43,$50.00
609,AMD FX-6330 Six-Core,"4,433",2203,NA,NA
610,AMD FX-6350 Six-Core,"4,625",2168,56.38,$82.02
611,AMD FX-670K Quad-Core,"2,980",2694,NA,NA
612,AMD FX-7500 APU,"1,929",3277,NA,NA
613,AMD FX-7600P,"2,557",2901,NA,NA
614,AMD FX-7600P APU,"2,856",2751,NA,NA
615,AMD FX-770K Quad-Core,"3,113",2637,NA,NA
616,AMD FX-8100 Eight-Core,"4,095",2286,41.78,$98.02*
617,AMD FX-8120 Eight-Core,"4,634",2162,59.39,$78.02
618,AMD FX-8140 Eight-Core,"4,860",2125,32.65,$148.86*
619,AMD FX-8150 Eight-Core,"5,302",2042,64.64,$82.02
620,AMD FX-8300 Eight-Core,"5,340",2034,89.02,$59.99
621,AMD FX-8310 Eight-Core,"5,045",2096,30.76,$164.04
622,AMD FX-8320 Eight-Core,"5,455",2010,53.47,$102.02
623,AMD FX-8320E Eight-Core,"5,117",2080,28.74,$178.02
624,AMD FX-8350 Eight-Core,"6,084",1867,35.37,$172.02
625,AMD FX-8370 Eight-Core,"6,155",1848,21.37,$288.02
626,AMD FX-8370E Eight-Core,"5,332",2035,25.15,$212.02*
627,AMD FX-870K Quad Core,"3,227",2592,NA,NA
628,AMD FX-8800P,"2,829",2761,NA,NA
629,AMD FX-9370 Eight-Core,"6,336",1815,29.88,$212.02
630,AMD FX-9590 Eight-Core,"6,794",1729,23.59,$288.00
631,AMD FX-9800P,"2,495",2936,NA,NA
632,AMD FX-9830P,"3,301",2554,NA,NA
633,AMD FX-B4150 Quad-Core,"3,369",2525,37.57,$89.68*
634,AMD G-T40E,289,4870,NA,NA
635,AMD G-T40N,299,4852,NA,NA
636,AMD G-T40R,120,5112,NA,NA
637,AMD G-T44R,120,5111,NA,NA
638,AMD G-T48E,432,4671,NA,NA
639,AMD G-T52R,177,5038,NA,NA
640,AMD G-T56E,442,4665,NA,NA
641,AMD G-T56N,484,4628,NA,NA
642,AMD Geode NX 2400+,400,4719,NA,NA
643,AMD GX-210JA SOC,248,4927,NA,NA
644,AMD GX-212JC SOC,645,4444,NA,NA
645,AMD GX-217GA SOC,794,4256,NA,NA
646,AMD GX-218GL SOC,754,4304,NA,NA
647,AMD GX-222GC SOC,"1,044",3988,NA,NA
648,AMD GX-412HC,"1,095",3924,NA,NA
649,AMD GX-412TC SOC,650,4438,NA,NA
650,AMD GX-415GA SOC,"1,405",3655,NA,NA
651,AMD GX-416RA SOC,"1,604",3506,NA,NA
652,AMD GX-420CA SOC,"1,785",3387,NA,NA
653,AMD GX-420MC SOC,"1,796",3378,NA,NA
654,AMD GX-424CC SOC,"1,819",3355,NA,NA
655,AMD Opteron 1212,593,4497,2.04,$290.00*
656,AMD Opteron 1212 HE,771,4285,NA,NA
657,AMD Opteron 1214,763,4291,8.46,$90.18*
658,AMD Opteron 1214 HE,806,4238,NA,NA
659,AMD Opteron 1216,781,4275,14.23,$54.85*
660,AMD Opteron 1216 HE,727,4342,NA,NA
661,AMD Opteron 1218,910,4123,NA,NA
662,AMD Opteron 1218 HE,979,4055,NA,NA
663,AMD Opteron 1220,"1,036",3997,NA,NA
664,AMD Opteron 1222,"1,089",3932,NA,NA
665,AMD Opteron 1352,"1,547",3550,11.38,$135.99*
666,AMD Opteron 1354,"1,635",3483,6.87,$238.01*
667,AMD Opteron 1356,"1,703",3437,18.92,$89.99*
668,AMD Opteron 1381,"1,797",3377,NA,NA
669,AMD Opteron 1385,"2,089",3186,46.42,$45.00*
670,AMD Opteron 1389,"2,079",3189,NA,NA
671,AMD Opteron 144,316,4826,10.55,$29.95*
672,AMD Opteron 146,346,4777,1.59,$217.34*
673,AMD Opteron 148,392,4728,NA,NA
674,AMD Opteron 150,393,4726,1.11,$352.94
675,AMD Opteron 152,428,4676,NA,NA
676,AMD Opteron 154,457,4653,NA,NA
677,AMD Opteron 165,531,4582,0.61,$868.54*
678,AMD Opteron 170,648,4442,NA,NA
679,AMD Opteron 175,682,4394,NA,NA
680,AMD Opteron 180,746,4315,3.93,$189.95
681,AMD Opteron 185,695,4379,NA,NA
682,AMD Opteron 2218,"1,036",3996,2.28,$455.00*
683,AMD Opteron 2220,"1,106",3914,0.85,"$1,297.83*"
684,AMD Opteron 2220 SE,909,4129,36.35,$25.00*
685,AMD Opteron 2222,"1,198",3824,63.08,$19.00*
686,AMD Opteron 2354,"1,509",3583,5.29,$285.19*
687,AMD Opteron 2356,"1,829",3350,25.41,$71.95
688,AMD Opteron 2373 EE,"1,744",3415,NA,NA
689,AMD Opteron 2378,"1,864",3326,128.65,$14.49*
690,AMD Opteron 2384,"2,074",3191,1.78,"$1,166.00*"
691,AMD Opteron 2393 SE,"1,317",3719,NA,NA
692,AMD Opteron 2419 EE,"1,902",3305,NA,NA
693,AMD Opteron 2427,"1,995",3244,36.28,$55.00*
694,AMD Opteron 2431,"2,894",2734,115.82,$24.99*
695,AMD Opteron 2435,"3,061",2660,279.52,$10.95*
696,AMD Opteron 254,451,4659,NA,NA
697,AMD Opteron 270,736,4331,2.72,$270.75*
698,AMD Opteron 275,839,4206,5.60,$149.95
699,AMD Opteron 280,765,4289,2.89,$264.85*
700,AMD Opteron 285,956,4077,38.30,$24.95*
701,AMD Opteron 290,952,4084,7.05,$135.00*
702,AMD Opteron 3250 HE,"2,061",3200,20.82,$99.00*
703,AMD Opteron 3260 HE,"2,283",3061,NA,NA
704,AMD Opteron 3280,"3,783",2378,52.53,$72.02*
705,AMD Opteron 3320 EE,"1,918",3280,3.75,$512.00*
706,AMD Opteron 3350 HE,"2,699",2820,7.54,$358.00*
707,AMD Opteron 3365,"4,083",2296,NA,NA
708,AMD Opteron 3380,"4,358",2226,5.39,$809.00*
709,AMD Opteron 4130,"2,342",3031,12.33,$189.95
710,AMD Opteron 4162 EE,"2,058",3203,102.97,$19.99*
711,AMD Opteron 4170 HE,"2,382",3004,7.22,$329.95*
712,AMD Opteron 4174 HE,"2,986",2693,NA,NA
713,AMD Opteron 4184,"2,872",2744,8.21,$349.99
714,AMD Opteron 4226,"3,400",2509,35.81,$94.96*
715,AMD Opteron 4274 HE,"5,776",1924,75.05,$76.96*
716,AMD Opteron 4280,"4,504",2189,17.27,$260.75
717,AMD Opteron 4284,"4,665",2157,103.79,$44.95
718,AMD Opteron 4332 HE,"3,911",2339,7.05,$554.92*
719,AMD Opteron 4334,"3,949",2329,30.39,$129.95
720,AMD Opteron 4365 EE,"3,582",2443,NA,NA
721,AMD Opteron 4376 HE,"4,318",2234,6.87,$628.72*
722,AMD Opteron 4386,"3,273",2569,7.12,$459.94*
723,AMD Opteron 6128,"2,826",2764,12.29,$229.95
724,AMD Opteron 6128 HE,"2,932",2718,NA,NA
725,AMD Opteron 6136,"3,381",2519,9.69,$349.00
726,AMD Opteron 6164 HE,"3,478",2476,NA,NA
727,AMD Opteron 6172,"2,615",2870,13.76,$189.95
728,AMD Opteron 6174,"3,697",2408,31.62,$116.93
729,AMD Opteron 6176 SE,"3,564",2448,14.26,$249.89*
730,AMD Opteron 6212,"3,973",2318,NA,NA
731,AMD Opteron 6220,"4,753",2140,5.46,$870.00
732,AMD Opteron 6234,"4,072",2302,9.03,$450.99
733,AMD Opteron 6238,"5,625",1962,12.79,$439.96*
734,AMD Opteron 6272,"5,240",2053,40.32,$129.95
735,AMD Opteron 6274,"5,643",1959,17.10,$329.95
736,AMD Opteron 6276,"6,348",1812,15.99,$396.99*
737,AMD Opteron 6281,"7,279",1646,NA,NA
738,AMD Opteron 6282 SE,"6,385",1803,8.29,$770.11*
739,AMD Opteron 6287 SE,"6,925",1708,NA,NA
740,AMD Opteron 6328,"5,306",2039,5.58,$951.30*
741,AMD Opteron 6344,"6,069",1875,48.55,$125.00
742,AMD Opteron 6348,"7,850",1563,7.14,"$1,100.11*"
743,AMD Opteron 6366 HE,"5,613",1965,7.28,$770.73*
744,AMD Opteron 6376,"5,572",1981,2.91,"$1,913.00*"
745,AMD Opteron 6378,"5,889",1904,15.14,$389.00
746,AMD Opteron 6380,"6,687",1751,18.08,$369.96*
747,AMD Opteron 6386 SE,"8,291",1508,9.42,$880.11*
748,AMD Opteron 8439 SE,"2,479",2942,0.68,"$3,647.35*"
749,AMD Opteron X2170 APU,"1,911",3286,NA,NA
750,AMD Opteron X3216 APU,"1,512",3582,NA,NA
751,AMD Opteron X3418 APU,"3,043",2665,NA,NA
752,AMD Opteron X3421 APU,"3,299",2555,NA,NA
753,AMD Phenom 8250 Triple-Core,"1,114",3905,NA,NA
754,AMD Phenom 8250e Triple-Core,"1,084",3941,23.08,$46.99*
755,AMD Phenom 8400 Triple-Core,"1,164",3861,NA,NA
756,AMD Phenom 8450 Triple-Core,"1,221",3802,8.15,$149.95*
757,AMD Phenom 8450e Triple-Core,"1,206",3816,NA,NA
758,AMD Phenom 8600 Triple-Core,"1,267",3759,23.91,$52.99*
759,AMD Phenom 8600B Triple-Core,"1,464",3608,97.94,$14.95*
760,AMD Phenom 8650 Triple-Core,"1,218",3803,48.63,$25.05*
761,AMD Phenom 8750 Triple-Core,"1,445",3618,NA,NA
762,AMD Phenom 8750B Triple-Core,"1,188",3837,NA,NA
763,AMD Phenom 8850 Triple-Core,"1,142",3885,NA,NA
764,AMD Phenom 8850B Triple-Core,"1,281",3746,NA,NA
765,AMD Phenom 9100e Quad-Core,"1,353",3688,38.71,$34.95*
766,AMD Phenom 9150e Quad-Core,"1,427",3635,5.77,$247.50*
767,AMD Phenom 9350e Quad-Core,"1,659",3469,0.49,"$3,382.07*"
768,AMD Phenom 9450e Quad-Core,"1,455",3612,13.86,$105.00*
769,AMD Phenom 9500 Quad-Core,"1,564",3538,52.14,$29.99*
770,AMD Phenom 9550 Quad-Core,"1,664",3465,72.05,$23.10*
771,AMD Phenom 9600 Quad-Core,"1,607",3503,40.23,$39.95
772,AMD Phenom 9600B Quad-Core,"1,842",3342,46.11,$39.95*
773,AMD Phenom 9650 Quad-Core,"1,749",3411,43.73,$39.99*
774,AMD Phenom 9750 Quad-Core,"1,843",3341,38.38,$48.02*
775,AMD Phenom 9750B Quad-Core,"1,520",3576,NA,NA
776,AMD Phenom 9850 Quad-Core,"1,712",3429,13.17,$129.99*
777,AMD Phenom 9850B Quad-Core,"1,946",3270,NA,NA
778,AMD Phenom 9950 Quad-Core,"1,884",3315,9.42,$199.99*
779,AMD Phenom FX-5000 Quad-Core,"1,599",3510,NA,NA
780,AMD Phenom FX-5200 Quad-Core,"1,699",3440,NA,NA
781,AMD Phenom II N620 Dual-Core,992,4042,33.08,$29.99*
782,AMD Phenom II N640 Dual-Core,"1,135",3895,20.66,$54.95*
783,AMD Phenom II N660 Dual-Core,"1,083",3942,12.17,$89.00*
784,AMD Phenom II N830 3+1,"1,768",3402,NA,NA
785,AMD Phenom II N830 Triple-Core,"1,241",3783,NA,NA
786,AMD Phenom II N850 Triple-Core,"1,318",3718,52.73,$25.00*
787,AMD Phenom II N870 Triple-Core,"1,324",3712,NA,NA
788,AMD Phenom II N930 Quad-Core,"1,584",3522,12.19,$129.95*
789,AMD Phenom II N950 Quad-Core,"1,587",3518,14.10,$112.60*
790,AMD Phenom II N970 Quad-Core,"1,711",3430,11.40,$149.99*
791,AMD Phenom II P650 Dual-Core,933,4101,26.66,$35.00*
792,AMD Phenom II P820 Triple-Core,"1,068",3966,NA,NA
793,AMD Phenom II P840 Triple-Core,"1,079",3948,NA,NA
794,AMD Phenom II P860 Triple-Core,"1,250",3776,NA,NA
795,AMD Phenom II P920 Quad-Core,"1,006",4029,15.48,$65.00*
796,AMD Phenom II P940 Quad-Core,"1,319",3717,NA,NA
797,AMD Phenom II P960 Quad-Core,"1,417",3646,41.65,$34.01*
798,AMD Phenom II X2 511,"1,265",3761,NA,NA
799,AMD Phenom II X2 521,"1,374",3676,NA,NA
800,AMD Phenom II X2 545,"1,222",3801,27.78,$43.98*
801,AMD Phenom II X2 550,"1,140",3888,27.58,$41.35*
802,AMD Phenom II X2 555,"1,308",3724,100.41,$13.03*
803,AMD Phenom II X2 560,"1,381",3672,77.96,$17.72*
804,AMD Phenom II X2 565,"1,442",3621,8.54,$168.87*
805,AMD Phenom II X2 570,"1,437",3626,NA,NA
806,AMD Phenom II X2 B53,"1,137",3892,NA,NA
807,AMD Phenom II X2 B55,"1,204",3817,31.64,$38.04
808,AMD Phenom II X2 B57,"1,260",3764,NA,NA
809,AMD Phenom II X2 B59,"1,396",3661,29.06,$48.02*
810,AMD Phenom II X3 700e,"1,451",3616,NA,NA
811,AMD Phenom II X3 705e,"1,222",3800,8.02,$152.34*
812,AMD Phenom II X3 710,"1,585",3521,9.38,$169.00*
813,AMD Phenom II X3 720,"1,600",3508,24.83,$64.45*
814,AMD Phenom II X3 740,"1,424",3642,16.00,$88.99*
815,AMD Phenom II X3 B73,"1,671",3457,22.28,$75.00*
816,AMD Phenom II X3 B75,"1,764",3405,35.32,$49.95*
817,AMD Phenom II X3 B77,"1,844",3340,82.71,$22.29*
818,AMD Phenom II X4 805,"2,001",3237,11.50,$173.99*
819,AMD Phenom II X4 810,"2,008",3234,9.43,$213.00*
820,AMD Phenom II X4 820,"2,095",3178,43.62,$48.02*
821,AMD Phenom II X4 830,"2,072",3192,108.98,$19.01*
822,AMD Phenom II X4 840,"2,435",2972,81.16,$30.00*
823,AMD Phenom II X4 840T,"2,360",3017,40.68,$58.02*
824,AMD Phenom II X4 850,"2,455",2957,37.77,$64.99*
825,AMD Phenom II X4 900e,"1,727",3425,NA,NA
826,AMD Phenom II X4 905e,"2,014",3231,37.30,$53.99*
827,AMD Phenom II X4 910,"1,776",3395,17.76,$100.00*
828,AMD Phenom II X4 910e,"2,116",3167,30.27,$69.90*
829,AMD Phenom II X4 920,"2,181",3133,78.21,$27.89*
830,AMD Phenom II X4 925,"2,277",3066,109.67,$20.76*
831,AMD Phenom II X4 940,"2,351",3023,11.10,$211.77*
832,AMD Phenom II X4 945,"2,413",2987,54.79,$44.04*
833,AMD Phenom II X4 955,"2,537",2912,42.99,$59.01*
834,AMD Phenom II X4 960T,"2,375",3009,45.65,$52.02
835,AMD Phenom II X4 965,"2,661",2844,41.56,$64.02*
836,AMD Phenom II X4 970,"2,733",2804,63.71,$42.89*
837,AMD Phenom II X4 973,"2,204",3113,NA,NA
838,AMD Phenom II X4 975,"2,610",2872,37.31,$69.95*
839,AMD Phenom II X4 977,"2,377",3008,NA,NA
840,AMD Phenom II X4 980,"2,839",2758,21.83,$130.00*
841,AMD Phenom II X4 B05e,"1,906",3299,NA,NA
842,AMD Phenom II X4 B15e,"1,825",3352,NA,NA
843,AMD Phenom II X4 B25,"2,108",3172,NA,NA
844,AMD Phenom II X4 B35,"2,319",3041,NA,NA
845,AMD Phenom II X4 B40,"2,238",3098,NA,NA
846,AMD Phenom II X4 B45,"2,280",3063,NA,NA
847,AMD Phenom II X4 B50,"2,448",2964,NA,NA
848,AMD Phenom II X4 B55,"2,584",2884,NA,NA
849,AMD Phenom II X4 B60,"2,627",2864,NA,NA
850,AMD Phenom II X4 B65,"2,690",2824,NA,NA
851,AMD Phenom II X4 B70,"2,303",3050,NA,NA
852,AMD Phenom II X4 B93,"2,159",3143,NA,NA
853,AMD Phenom II X4 B95,"2,427",2977,41.84,$58.02
854,AMD Phenom II X4 B97,"2,535",2914,31.71,$79.95*
855,AMD Phenom II X4 B99,"2,536",2913,NA,NA
856,AMD Phenom II X6 1035T,"3,014",2679,27.91,$108.00*
857,AMD Phenom II X6 1045T,"3,236",2586,67.43,$47.99*
858,AMD Phenom II X6 1055T,"3,353",2532,55.90,$59.99*
859,AMD Phenom II X6 1065T,"3,398",2510,51.20,$66.37*
860,AMD Phenom II X6 1075T,"3,474",2478,53.42,$65.04*
861,AMD Phenom II X6 1090T,"3,801",2370,25.68,$148.04
862,AMD Phenom II X6 1100T,"3,912",2337,15.05,$259.99*
863,AMD Phenom II X6 1405T,"3,371",2522,NA,NA
864,AMD Phenom II X620 Dual-Core,"1,262",3762,NA,NA
865,AMD Phenom II X640 Dual-Core,"1,165",3860,NA,NA
866,AMD Phenom II X920 Quad-Core,"1,669",3461,NA,NA
867,AMD Phenom II X940 Quad-Core,"1,797",3376,NA,NA
868,AMD Phenom X2 Dual-Core GE-5060,"1,566",3535,NA,NA
869,AMD Phenom X2 Dual-Core GE-6060,"1,722",3427,NA,NA
870,AMD Phenom X2 Dual-Core GE-7060,"1,010",4025,NA,NA
871,AMD Phenom X2 Dual-Core GP-7730,884,4150,NA,NA
872,AMD Phenom X3 8550,"1,151",3877,41.08,$28.02*
873,AMD Phenom X4 Quad-Core GP-9500,"1,297",3729,NA,NA
874,AMD Phenom X4 Quad-Core GP-9530,"1,228",3794,NA,NA
875,AMD Phenom X4 Quad-Core GP-9600,"1,649",3477,NA,NA
876,AMD Phenom X4 Quad-Core GP-9730,"1,784",3391,NA,NA
877,AMD Phenom X4 Quad-Core GS-6560,"1,063",3971,NA,NA
878,AMD PRO A10-8700B,"2,203",3114,NA,NA
879,AMD PRO A10-8730B,"2,306",3048,NA,NA
880,AMD PRO A10-8750B,"2,950",2707,NA,NA
881,AMD PRO A10-8770,"3,574",2445,NA,NA
882,AMD PRO A10-8770E,"3,013",2681,NA,NA
883,AMD PRO A10-8850B,"3,752",2390,NA,NA
884,AMD PRO A10-9700,"3,574",2446,21.15,$169.00*
885,AMD PRO A10-9700B,"2,545",2910,NA,NA
886,AMD PRO A10-9700E,"3,028",2669,21.78,$139.00*
887,AMD PRO A12-8800B,"2,673",2840,NA,NA
888,AMD PRO A12-8830B,"2,628",2863,NA,NA
889,AMD PRO A12-8870,"3,821",2363,NA,NA
890,AMD PRO A12-8870E,"3,021",2675,NA,NA
891,AMD PRO A12-9800,"3,755",2389,22.22,$169.00*
892,AMD PRO A12-9800B,"2,710",2817,NA,NA
893,AMD PRO A12-9800E,"3,113",2636,18.42,$169.00*
894,AMD PRO A4-3350B APU,"1,790",3384,NA,NA
895,AMD PRO A4-4350B,"1,077",3951,NA,NA
896,AMD PRO A4-8350B,"1,690",3447,58.30,$28.99*
897,AMD PRO A6-7350B,"1,319",3716,NA,NA
